Model ID,Chassis,Name,Threat Value,Unit Availability,Armor Rating,Hull,Structure,Actions,Gunnery Skill,Piloting Skill,Type,Height,Movement Primary,Movement Secondary,Added note,Notes Generic,Workflow brought over,Build notes,Role Primary,Role Secondary,MJH TV comments,Leagueless,In Brigand Release,Sensors,Description,Alternate Names,Stock Flag,Debut Year,Debut Notes
306,Hoplite,Hoplite,8,IN,7,3,3,1,3,1,Vehicle,"1""","G:7""",,,@review APCs to make them cost more TV since the models are expensive,,,Transport,Gear Destroyer,,No,Yes,"12""",,,Yes,,
307,Hoplite,Hippeis Hoplite,8,IN,7,3,3,1,3,1,Vehicle,"1""","G:7""",,,,,,Artillery,Transport,,No,Yes,"12""",,,,,
308,Hoplite,Arbalest Hoplite,6,IN,7,3,3,1,3,1,Vehicle,"1""","G:7""",,,,,,Transport,,,No,Yes,"12""",,,,,
309,Hoplite,Xyston Hoplite,7,IN,7,3,3,1,3,1,Vehicle,"1""","G:7""",,,,,,Gear Destroyer,Artillery,,No,Yes,"12""",,,,,
310,Mameluk,Mameluk,4,IN,5,4,2,1,3,2,Vehicle,"0.5""","G:8""",,,,,,Airdrop Trooper,,,No,Yes,"12""",,,Yes,,
311,Mameluk,Arbalest Mameluk,4,IN,5,4,2,1,3,2,Vehicle,"0.5""","G:8""",,,,,,Airdrop Trooper,,,No,Yes,"12""",,,,,
312,Antelope (Peace River),Antelope,3,IN,4,3,1,1,2,3,Vehicle,"0.5""","G:9""",,,@should this have ecm:1?,,,Recon,Objective Securer,,No,Yes,"12""",,,,,
313,Elan (Peace River),Elan,4,IN,4,3,1,1,2,3,Vehicle,"0.5""","G:9""",,,@should this have ecm:1?,,,TD Recon,,,No,Yes,"12""",,,,,
314,Spitz Monowheel,Spitz Monowheel Squad,8,IN,3,3,1,1,3,4,Infantry,"0.5""","G:11""",,,,,,Infantry Destroyer,Objective Securer,,No,Yes,"12""",,,Yes,,
315,Peace River Infantry,Riflemen Infantry Squad,5,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Objective Securer,Gear Destroyer,,No,Yes,"12""",,,,,
316,Peace River Infantry,Anti-Tank Infantry Squad,5,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
317,Peace River Infantry,Sniper Team,5,IN,2,2,0,1,3,3,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,Sniper,,No,Yes,"12""",,,,,
318,Peace River Infantry,Mortar Infantry Squad,5,IN,2,2,2,1,3,3,Infantry,"0.5""","W:3""",,,,,,Artillery,,,No,Yes,"12""",,,,,
319,Peace River Infantry,EWAR Team,5,IN,2,2,0,1,3,3,Infantry,"0.5""","W:3""",,,,,,EWAR,Recon,,No,Yes,"12""",,,,,
321,Chasseur,Chasseur,6,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,,,Yes,Yes,"12""",,,Yes,,
322,Chasseur,Chasseur Gunner,7,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,,,Yes,Yes,"12""",,,,,
323,Chasseur,Chasseur Grenadier,6,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,,,Yes,Yes,"12""",,,,,
324,Chasseur,Chasseur Flechette,6,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Infantry Destroyer,,,Yes,Yes,"12""",,,,,
325,Chasseur,Chasseur Hellfire,7,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Tank Destroyer,Trooper,,Yes,Yes,"12""",,,,,
326,Chasseur MK2,Chasseur MK2,9,"GP, SK",6,3,3,1,3,4,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,Strike,,No,Yes,"12""",,,Yes,,
327,Chasseur MK2,Chasseur MK2 Gunner,10,"GP, SK",6,3,3,1,3,4,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,Strike,,No,Yes,"12""",,,,,
328,Chasseur MK2,Chasseur MK2 Grenadier,9,"GP, SK",6,3,3,1,3,4,Gear,"1.5""","W:5""","H:9""",,,,,Trooper,Strike,,No,Yes,"12""",,,,,
329,Chasseur MK2,Chasseur MK2 Flechette,9,"GP, SK",6,3,3,1,3,4,Gear,"1.5""","W:5""","H:9""",,,,,Infantry Destroyer,Trooper,,No,Yes,"12""",,,,,
330,Chasseur MK2,Chasseur MK2 Hellfire,10,"GP, SK",6,3,3,1,3,4,Gear,"1.5""","W:5""","H:9""",,,,,Tank Destroyer,Trooper,,No,Yes,"12""",,,,,
331,Chevalier,Chevalier,14,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,,,,Yes,"12""",,,Yes,,
332,Chevalier,Chevalier Hellfire,13,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Infantry Destroyer,,,Yes,"12""",,,,,
333,Chevalier,Chevalier Hammer,15,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,,,,Yes,"12""",,,,,
334,Chevalier,Chevalier Spear,14,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,I changed what was a HRP with burst 1 to be a mrp with burst 1 and an additional mrp that can be used when autopiloting.,,"Model has 2 mrps on collars, then an additional back mounted vertical facing mrp",Gear Destroyer,Artillery,,,Yes,"12""",,,,,
335,Chevalier,Chevalier Javelin,16,FS,8,4,2,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Artillery,Tank Destroyer,,No,Yes,"12""",,,,,
336,Boa,Boa,14,FS,9,5,1,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Assault,Gear Destroyer,,Yes,Yes,"12""",,,Yes,1939,Failing design purchased from Mandeers and upgraded by Neil Motorworks
337,Boa,Strike Boa,14,FS,9,5,1,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,,,
338,Boa,Firestorm Boa,15,FS,9,5,1,1,3,2,Gear,"2""","W:4""","G:5""",,,,,Assault,Gear Destroyer,,No,Yes,"12""",,,,,
339,Arbalestier,Arbalestier,20,"FS, SK",9,3,3,2,4,3,Gear,"2""","W:4""","H:7""",,,,,Strike,Assault,,No,Yes,"12""",,,Yes,,
340,Arbalestier,Arbalestier Grenadier,21,"FS, SK",9,3,3,2,4,3,Gear,"2""","W:4""","H:7""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,,,
341,Arbalestier,Arbalestier Demolisher,21,"FS, SK",9,3,3,2,4,3,Gear,"2""","W:4""","H:7""",,,,,Strike,Tank Destroyer,,No,Yes,"12""",,,,,
342,Cuirassier,Cuirassier,11,"SK, RC (CMD)",6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""",,,,,Strike,,,,Yes,"12""",,,Yes,,
343,Cuirassier,Cuirassier Hellfire,12,SK,6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""",,,,,Tank Destroyer,Strike,,,Yes,"12""",,,,,
344,Cuirassier,Cuirassier Long Gunner,13,SK,6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""",,,,,Strike,Gear Destroyer,,,Yes,"12""",,,,,
345,Cuirassier,Cuirassier Grenadier,12,SK,6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""",,,,,Strike,,,,Yes,"12""",,,,,
346,Cuirassier,Cuirassier Lance,11,SK,6,3,3,1,4,4,Gear,"1.5""","W:6""","G:8""",,,,,Strike,,,,Yes,"12""",,,,,
347,Chasseur Paratrooper,Chasseur Paratrooper,7,SK,6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Airdrop Trooper,,,No,Yes,"12""",,,Yes,,
348,Chasseur Paratrooper,Chasseur Paratrooper Gunner,7,SK,6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Airdrop Trooper,,,No,Yes,"12""",,,,,
349,Chasseur Paratrooper,Chasseur Paratrooper Hellfire,7,SK,6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
350,Jerboa Paratrooper,Jerboa Paratrooper,7,SK,4,3,3,1,2,4,Gear,"1""","W:5""","G:9""",,"@the ferret now has walker 4"". The ferret mk II has 5"". Are we ok with the jerboa being based on the ferret mk II, or do we give it walker 4""? I feel ok with either",,,EWAR,Recon,,No,Yes,"16""",,,Yes,,
351,Jerboa Paratrooper,Jerboa Flash Paratrooper,7,SK,4,3,3,1,2,4,Gear,"1""","W:5""","G:9""",,,,,TD Recon,,,No,Yes,"16""",,,,,
352,Jerboa,Jerboa,6,"FS, RC",4,3,3,1,2,4,Gear,"1""","W:5""","G:9""",,@We would like to add the Fist variaint but not sure what it should be,,,EWAR,Recon,,Yes,Yes,"16""",,,Yes,,
354,Jerboa,Jerboa Flash,6,RC,4,3,3,1,2,4,Gear,"1""","W:5""","G:9""",,,,,TD Recon,,,Yes,Yes,"16""",,,,,
355,Jerboa,Jerboa Sentry,6,RC,4,3,3,1,2,4,Gear,"1""","W:5""","G:9""",,,,,Recon,,,Yes,Yes,"20""",,,,,
356,Wildcat (NuCoal),Wildcat,7,"RC, SK",5,3,3,1,2,3,Gear,"1.5""","W:6""","G:8""",,,,,Assault,Recon,,No,Yes,"12""",,,Yes,,
357,Wildcat (NuCoal),Riotmaster Wildcat,7,"RC, SK",5,3,3,1,2,3,Gear,"1.5""","W:6""","G:8""",,,,,Assault,Recon,,No,Yes,"12""",,,,,
358,Wildcat (NuCoal),Gunner Wildcat,8,SK,5,3,3,1,2,3,Gear,"1.5""","W:6""","G:8""",,,,,Assault,Recon,,No,Yes,"12""",,,,,
359,Wildcat (NuCoal),Assault Wildcat,8,SK,5,3,3,1,2,3,Gear,"1.5""","W:6""","G:8""",,,,,Assault,Gear Destroyer,,No,Yes,"12""",,,,,
360,Lancier,Lancier,9,SK,6,4,2,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,Yes,,
361,Lancier,Lancier Torch,9,SK,6,4,2,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,,,
362,Lancier,Lancier Flechette,9,SK,6,4,2,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Infantry Destroyer,,No,Yes,"12""",,,,,
363,Lancier,Lancier Spear,10,SK,6,4,2,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,,,
364,Lancier,Lancier Dart,9,SK,6,4,2,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Assault,Tank Destroyer,,No,Yes,"12""",,,,,
365,Espion,Espion,13,SF,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Sniper,,,No,Yes,"12""",,,Yes,,
366,Espion,Espion Firestorm,14,SF,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
367,Espion,Espion Grenadier,13,SF,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
368,Espion,Espion Flechette,12,SF,6,3,3,1,3,4,Gear,"1.5""","W:6""","G:7""",,@can we do anything to make this more attractive? Right now it's pretty bleh,,,Infantry Destroyer,,,No,Yes,"12""",,,,,
369,Hussar,Hussar,23,"SK, FS",10,3,3,2,3,2,Strider,"3""","W:5""","G:6""",,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,Yes,,
370,Hussar,Hussar Spear,21,"SK, FS",10,3,3,2,3,2,Strider,"3""","W:5""","G:6""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
371,Hussar,Hussar Skyhammer,20,"SK, FS",10,3,3,2,3,2,Strider,"3""","W:5""","G:6""",,,,,Anchor,Infantry Destroyer,,No,Yes,"12""",,,,,
372,Hussar,Hussar Lance,22,"SK, FS",10,3,3,2,3,2,Strider,"3""","W:5""","G:6""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,,,
373,Hussar,Hussar Hammer,25,"SK, FS",10,3,3,2,3,2,Strider,"3""","W:5""","G:6""",,,,,Anchor,,,No,Yes,"12""",,,,,
374,Fusilier,Fusilier,18,"GP, SK",8,3,3,2,3,3,Vehicle,"2""","H:10""",,,@llc review - we want the fusilier to be slightly less strong than the LHT,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
375,Fusilier,Fusilier Javelin,20,"GP, SK",8,3,3,2,3,3,Vehicle,"2""","H:10""",,,,,,Gear Destroyer,Tank Destroyer,,No,Yes,"12""",,,,,
376,Fusilier,Fusilier Anvil,18,"GP, SK",8,3,3,2,3,3,Vehicle,"2""","H:10""",,,,,,Strike,Sniper,,No,Yes,"12""",,,,,
377,Voltigeur,Voltigeur,30,FS,11,3,3,3,3,1,Vehicle,"1.5""","G:5""",,,,,,Anchor,Sniper,,No,Yes,"12""",,,Yes,,
378,Voltigeur,Voltigeur Hammer,32,FS,11,3,3,3,3,1,Vehicle,"1.5""","G:5""",,,,,,Sniper,Anchor,,No,Yes,"12""",,,,,
379,Varis (NuCoal),Varis,21,SK,5,3,3,2,3,4,Vehicle,"3""","H:14""",,,,,,Infantry Destroyer,Strike,,Yes,Yes,"16""",,,Yes,,
380,Sampson,Sampson,7,IN,7,3,3,1,2,3,Vehicle,"2""","H:9""",,,,,,Transport,,,No,Yes,"12""",,,Yes,,
381,Sampson,Sampson Spear,8,IN,7,3,3,1,2,3,Vehicle,"2""","H:9""",,,,,,Transport,,,No,Yes,"12""",,,,,
382,Sampson,Sampson Javelin,8,IN,7,3,3,1,2,3,Vehicle,"2""","H:9""",,,,,,Tank Destroyer,Transport,,No,Yes,"12""",,,,,
384,Chargeur,Chargeur,6,"EG, IN",5,3,3,1,2,2,Gear,"1.5""","W:5""","G:6""",,,,,Recovery,Assault,,Yes,Yes,"12""",,,,,
385,Sapeur,Sapeur,9,"EG, IN",7,4,2,1,2,2,Gear,"2""","W:4""","G:6""",,,,,Assault,Recovery,,Yes,Yes,"12""",,,,,
386,Bricklayer (NuCoal),Bricklayer,5,EG,4,3,3,1,2,3,Gear,"1.5""","W:5""","G:6""",,,,,Recovery,,,No,Yes,"12""",,,,,
387,Engineering Grizzly (NuCoal),Engineering Grizzly,9,EG,6,3,3,1,2,2,Gear,"2""","W:4""","G:6""",,,,,Assault,Recovery,,No,Yes,"12""",,,,,
388,Stonemason (NuCoal),Stonemason,5,EG,4,3,3,1,2,2,Gear,"1.5""","W:5""","G:6""",,,,,Recovery,Assault,,No,Yes,"12""",,,,,
389,Engineering Cobra (NuCoal),Engineering Cobra,9,EG,6,3,3,1,2,2,Gear,"2""","W:4""","G:6""",,@can we differentiate the engineering cobra and grizzly?,,,Assault,Recovery,,No,Yes,"12""",,,,,
390,Valence (NuCoal),Valence,3,EG,3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,Objective Securer,,No,Yes,"8""",,,Yes,,
391,Valence (NuCoal),Demolisher Valence,5,EG,3,2,4,1,2,2,Gear,"1.5""","W:4""",,,"@this was at 3 before, why cheaper than Peace River?",,,Recovery,Objective Securer,,No,Yes,"8""",,,,,
392,Valence (NuCoal),Sweeper Valence,3,EG,3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,Infantry Destroyer,,No,Yes,"8""",,,,,
393,Valence (NuCoal),Foreman Valence,3,EG (CMD),3,2,4,1,2,2,Gear,"1.5""","W:4""",,,,,,Recovery,Assault,,No,Yes,"8""",,,,,
394,NuCoal Infantry,Rifle Infantry Squad,2,IN,2,2,2,1,3,3,Infantry,"0.5""","W:4""",,,@possibly add a command upgrade,,,Objective Securer,Gear Destroyer,,No,Yes,"12""",,,,,
395,NuCoal Infantry,Anti-Tank Infantry Squad,3,IN,2,2,2,1,3,3,Infantry,"0.5""","W:4""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
396,NuCoal Infantry,Sniper Team,3,IN,2,2,0,1,3,3,Infantry,"0.5""","W:4""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
397,NuCoal Infantry,Mortar Infantry Squad,3,IN,2,2,2,1,3,3,Infantry,"0.5""","W:4""",,,,,,Artillery,,,No,Yes,"12""",,,,,
398,NuCoal Infantry,EW Jammer Team,4,IN,2,2,0,1,3,3,Infantry,"0.5""","W:4""",,,,,,EWAR,,,No,Yes,"12""",,,,,
399,Armadillo Beast,Armadillo Beast,4,IN,6,3,3,1,3,3,Vehicle,"1""","W:5""",,,,,,Assault,Infantry Destroyer,,Yes,Yes,"12""",,,,,
401,Sandrider Squad,Sandrider Squad,5,SI,3,2,2,1,3,4,Infantry,"0.5""","W:4""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,Yes,,
402,Sandrider Squad,Anti-Tank Sandrider Squad,5,SI,3,2,2,1,3,4,Infantry,"0.5""","W:4""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
403,Sandrider Squad,Mortar Sandrider Squad,5,SI,3,2,2,1,3,4,Infantry,"0.5""","W:4""",,,,,,Artillery,,,No,Yes,"12""",,,,,
404,Barnaby Sandrider,Anti-Tank Barnaby Sandrider,6,SI,4,3,3,1,3,4,Vehicle,"1""","W:7""",,,,,,Tank Destroyer,Infantry Destroyer,,No,Yes,"12""",,,,,
405,Lizard Sandrider Infantry,Lizard Sandrider Infantry Squad,5,SI,3,2,2,1,3,4,Infantry,"1""","W:7""",,,,,,Infantry Destroyer,Objective Securer,,No,Yes,"12""",,,,,
406,Lizard Sandrider Infantry,Lizard Sandrider Anti-Tank Squad,6,SI,3,2,2,1,3,4,Infantry,"1""","W:7""",,,,,,Tank Destroyer,Infantry Destroyer,,No,Yes,"12""",,,,,
407,Lizard Sandrider Infantry,Lizard Sandrider Observer Team,4,SI,3,2,0,1,3,4,Infantry,"1""","W:7""",,,,,,Recon,Objective Securer,,No,Yes,"12""",,,,,
408,En Koreshi,En Koreshi,9,SI,4,2,0,2,4,4,Infantry,"0.5""","W:5""",,,,,,Assault,Infantry Destroyer,,No,Yes,"12""",,,,,
410,Dark Cheetah,Dark Cheetah,14,RC,4,3,3,1,3,5,Gear,"1.5""","W:7""","G:9""",,,,,TD Recon,,,No,Yes,"20""",,,Yes,,
411,Dark Cheetah,Dark Cheetah: Assault Pack,14,RC,4,3,3,1,3,5,Gear,"1.5""","W:7""","G:9""",,,,,TD Recon,Tank Destroyer,,No,Yes,"20""",,,,,
412,Dark Cheetah,Dark Cheetah: Urban Pack,15,RC,4,3,3,1,3,5,Gear,"1.5""","W:7""","G:9""",,,,,TD Recon,,,No,Yes,"20""",,,,,
413,Dark Skirmisher,Dark Skirmisher,16,"GP, RC",5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Sniper,,No,Yes,"16""",,,Yes,,
414,Dark Skirmisher,Dark Skirmisher: Assault Pack,15,"GP, RC",5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Tank Destroyer,,No,Yes,"16""",,,,,
415,Dark Skirmisher,Dark Skirmisher: Urban Pack,17,"GP, RC",5,3,3,1,3,4,Gear,"1.5""","W:7""","G:8""",,,,,EWAR,Strike,,No,Yes,"16""",,,,,
416,Dark Jaguar,Dark Jaguar,14,"GP, SK",6,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Strike,,,No,Yes,"12""",,,Yes,,
417,Dark Jaguar,Dark Jaguar: Assault Pack,14,"GP, SK",6,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Tank Destroyer,Strike,,No,Yes,"12""",,,,,
418,Dark Jaguar,Dark Jaguar: Urban Pack,15,"GP, SK",6,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Tank Destroyer,,No,Yes,"12""",,,,,
419,Dark Jaguar,Dark Jaguar: Suppression Pack,15,"GP, SK",6,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Strike,,,No,Yes,"12""",,,,,
420,Dark Mamba,Dark Mamba,18,"GP, SK",7,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
421,Dark Mamba,Dark Mamba: Assault Pack,20,"GP, SK",7,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,,,
422,Dark Mamba,Dark Mamba: Suppression Pack,16,"GP, SK",7,4,2,1,4,4,Gear,"1.5""","W:6""","G:7""",,,,,Gear Destroyer,Strike,,No,Yes,"12""",,,,,
423,Dark Kodiak,Dark Kodiak,25,FS,9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Anchor,Tank Destroyer,,No,Yes,"12""",,,Yes,,
424,Dark Kodiak,Dark Kodiak: Assault Pack,24,FS,9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Tank Destroyer,Anchor,,No,Yes,"12""",,,,,
425,Dark Kodiak,Dark Kodiak: Support Pack,24,FS,9,4,2,2,4,2,Gear,"2""","W:4""","G:5""",,,,,Anchor,Gear Destroyer,,No,Yes,"12""",,,,,
426,Dark Cobra,Dark Cobra,22,FS,8,4,2,2,4,3,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,,,No,Yes,"12""",,,Yes,,
427,Dark Cobra,Dark Cobra: Assault Pack,22,FS,8,4,2,2,4,3,Gear,"2""","W:4""","G:5""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
428,Dark Cobra,Dark Cobra: Support Pack,24,FS,8,4,2,2,4,3,Gear,"2""","W:4""","G:5""",,,,,Artillery,Gear Destroyer,,No,Yes,"12""",,,,,
429,Dark Coyote,Dark Coyote,37,FS,9,3,3,3,4,2,Strider,"2""","W:4""","G:6""",,,,,Tank Destroyer,Anchor,,No,Yes,"16""",,,Yes,,
430,Dark Coyote,Dark Coyote: Suppression Pack,35,FS,9,3,3,3,4,2,Strider,"2""","W:4""","G:6""",,,,,Gear Destroyer,Anchor,,No,Yes,"16""",,,,,
431,Dark Naga,Dark Naga,32,FS,9,3,3,2,4,2,Strider,"2""","W:5""","G:7""",,,,,Artillery,Gear Destroyer,,No,Yes,"12""",,,Yes,,
432,Dark Naga,Dark Naga: Anti-Tank Pack,34,FS,9,3,3,2,4,2,Strider,"2""","W:5""","G:7""",,,,,Tank Destroyer,Artillery,,No,Yes,"12""",,,,,
433,Dark Naga,Dark Naga: Suppression Pack,33,FS,9,3,3,2,4,2,Strider,"2""","W:5""","G:7""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
434,Dark Naga,Dark Naga: Sniper Pack,39,FS,9,3,3,2,4,2,Strider,"2""","W:5""","G:7""",,,,,Sniper,Gear Destroyer,,No,Yes,"12""",,,,,
435,Dark Naga,Dark Naga: Assault Pack,37,FS,9,3,3,2,4,2,Strider,"2""","W:5""","G:7""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
436,Dark Mastiff,Dark Mastiff,9,IN,6,3,3,1,3,2,Vehicle,"0.5""","G:8""",,,,,,Transport,Sniper,,No,Yes,"12""",,,Yes,,
437,Dark Mastiff,Dark Mastiff: Support Pack,9,IN,6,3,3,1,3,2,Vehicle,"0.5""","G:8""",,,,,,Artillery,Transport,,No,Yes,"12""",,,,,
438,Dark Mastiff,Dark Mastiff: Suppression Pack,9,IN,6,3,3,1,3,2,Vehicle,"0.5""","G:8""",,,,,,Transport,,,No,Yes,"12""",,,,,
439,Eagle,Eagle,19,"GP, SK",7,3,3,2,4,3,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,Yes,,
440,Eagle,Eagle: Suppression Pack,19,"GP, SK",7,3,3,2,4,3,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Gear Destroyer,,No,Yes,"12""",,,,,
441,Eagle,Eagle: Assault Pack,18,"GP, SK",7,3,3,2,4,3,Gear,"1.5""","W:6""","G:7""",,,,,Strike,Tank Destroyer,,No,Yes,"12""",,,,,
442,Owl,Owl,24,"GP (CMD), SK (CMD), FS (CMD), RC (CMD)",7,3,3,2,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,Strike,,No,Yes,"12""",,,Yes,,
443,Owl,Owl: Assault Pack,26,"GP (CMD), SK (CMD), FS (CMD), RC (CMD)",7,3,3,2,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,Strike,,No,Yes,"12""",,,,,
444,Owl,Owl: Suppression Pack,25,"GP (CMD), SK (CMD), FS (CMD), RC (CMD)",7,3,3,2,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,Strike,,No,Yes,"12""",,,,,
445,Owl,Owl: Urban Pack,25,"GP (CMD), SK (CMD), FS (CMD), RC (CMD)",7,3,3,2,3,4,Gear,"1.5""","W:6""","G:7""",,,,,EWAR,Strike,,No,Yes,"12""",,,,,
446,Raptor,Raptor,24,"SK, FS",8,3,3,2,4,3,Gear,"2""","W:5""","G:7""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,Yes,,
447,Raptor,Raptor: Interdiction Pack,26,"SK, FS",8,3,3,2,4,3,Gear,"2""","W:5""","G:7""",,,,,Gear Destroyer,Assault,,No,Yes,"12""",,,,,
448,Raptor,Raptor: Assault Pack,25,"SK, FS",8,3,3,2,4,3,Gear,"2""","W:5""","G:7""",,,,,Tank Destroyer,Assault,,No,Yes,"12""",,,,,
449,Raven,Raven,19,RC,5,3,3,2,3,5,Gear,"1.5""","W:7""","G:9""",,,,,EWAR,TD Recon,,No,Yes,"16""",,,Yes,,
450,Raven,Raven: Assault Pack,19,RC,5,3,3,2,3,5,Gear,"1.5""","W:7""","G:9""",,,,,EWAR,TD Recon,,No,Yes,"16""",,,,,
451,Raven,Raven: Suppression Pack,20,RC,5,3,3,2,3,5,Gear,"1.5""","W:7""","G:9""",,,,,EWAR,TD Recon,,No,Yes,"16""",,,,,
452,Vulture,Vulture,28,FS,9,3,3,2,4,3,Gear,"2""","W:4""","G:6""",,,,,Anchor,Strike,,No,Yes,"12""",,,Yes,,
453,Vulture,Vulture: Interdiction Pack,29,FS,9,3,3,2,4,3,Gear,"2""","W:4""","G:6""",,,,,Anchor,Strike,,No,Yes,"12""",,,,,
454,Vulture,Vulture: Assault Pack,26,FS,9,3,3,2,4,3,Gear,"2""","W:4""","G:6""",,,,,Tank Destroyer,Strike,,No,Yes,"12""",,,,,
455,Black Talon Infantry,Infiltrator Squad,7,IN,3,3,1,1,4,4,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
456,Black Talon Infantry,Sniper Team,8,IN,3,2,0,1,4,4,Infantry,"0.5""","W:3""",,,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
457,Black Talon Infantry,Observer Team,7,IN,3,2,0,1,4,4,Infantry,"0.5""","W:3""",,,,,,TD Recon,,,No,Yes,"16""",,,,,
458,F6-16,F6-16: No Pack,8,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Sniper,,,No,Yes,"12""",,,,,
459,F6-16,F6-16: AT Pack,10,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Tank Destroyer,,,No,Yes,"12""",,,,,
460,F6-16,F6-16: Assault Pack,8,"GP, FS",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,Gear Destroyer,,,No,Yes,"12""",,,,,
461,F6-16,F6-16: Recon Pack,11,"GP, RC",6,3,3,1,3,3,Gear,"1.5""","W:5""","H:9""",,,,,TD Recon,Sniper,,No,Yes,"16""",,,,,
